subgroup,modeldate,startdate,enddate,pollster,samplesize,approve,disapprove
All polls,01/01/2020,06/04/2018,06/04/2018,YouGov,1000,38,53
All polls,01/01/2020,06/03/2018,06/07/2018,Ipsos,1583,38.4,55.8
All polls,01/01/2020,06/04/2018,06/06/2018,Zogby Analytics,878,44,52
All polls,01/01/2020,06/03/2018,06/06/2018,Fox News,1001,45,51
All polls,01/01/2020,06/04/2018,06/06/2018,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,06/05/2018,06/06/2018,YouGov,1000,41,51
All polls,01/01/2020,06/05/2018,06/07/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,06/04/2018,06/08/2018,Ipsos,1559,39.5,55.2
All polls,01/01/2020,06/04/2018,06/10/2018,SurveyMonkey,10077,44,53
All polls,01/01/2020,06/05/2018,06/09/2018,Ipsos,1541,40.3,54.9
All polls,01/01/2020,06/04/2018,06/10/2018,Gallup,1500,42,54
All polls,01/01/2020,06/06/2018,06/07/2018,YouGov,1000,40,52
All polls,01/01/2020,06/01/2018,6/15/2018,Cards Against Humanity/Survey Sampling International,800,42,43
All polls,01/01/2020,06/06/2018,06/10/2018,Ipsos,1496,40.3,54.5
All polls,01/01/2020,06/06/2018,06/10/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,52
All polls,01/01/2020,06/07/2018,06/08/2018,YouGov,1000,40,53
All polls,01/01/2020,06/05/2018,06/12/2018,Pew Research Center,2002,40,54
All polls,01/01/2020,06/07/2018,06/11/2018,Ipsos,1552,39.7,54
All polls,01/01/2020,06/08/2018,06/10/2018,Public Policy Polling,679,39,54
All polls,01/01/2020,06/07/2018,06/10/2018,Morning Consult,1994,45,52
All polls,01/01/2020,06/08/2018,06/10/2018,YouGov,1000,39,50
All polls,01/01/2020,06/07/2018,06/11/2018,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,06/07/2018,6/13/2018,SurveyMonkey,13747,45,52
All polls,01/01/2020,06/09/2018,06/10/2018,Morning Consult,2200,40,54
All polls,01/01/2020,06/09/2018,06/10/2018,YouGov,1000,42,49
All polls,01/01/2020,06/08/2018,06/12/2018,Ipsos,2373,41.4,53.9
All polls,01/01/2020,06/10/2018,06/12/2018,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,06/10/2018,06/12/2018,YouGov,1500,42,48
All polls,01/01/2020,06/09/2018,6/13/2018,Ipsos,2479,42.3,53.3
All polls,01/01/2020,06/11/2018,6/13/2018,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,06/11/2018,6/13/2018,YouGov,1000,43,48
All polls,01/01/2020,06/10/2018,6/14/2018,Ipsos,2507,42.9,52.9
All polls,01/01/2020,06/10/2018,6/13/2018,YouGov,1000,39,54
All polls,01/01/2020,06/12/2018,6/13/2018,Monmouth University,806,43,46
All polls,01/01/2020,06/12/2018,6/14/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,06/12/2018,6/14/2018,YouGov,1000,44,46
All polls,01/01/2020,06/11/2018,6/15/2018,Ipsos,2578,43.2,52.9
All polls,01/01/2020,06/12/2018,6/14/2018,Morning Consult,1993,44,51
All polls,01/01/2020,06/12/2018,6/16/2018,Ipsos,2503,44.1,51.9
All polls,01/01/2020,06/11/2018,6/17/2018,Gallup,1500,45,50
All polls,01/01/2020,6/13/2018,6/14/2018,Ipsos,1005,36,56
All polls,01/01/2020,6/13/2018,6/14/2018,YouGov,1000,43,51
All polls,01/01/2020,06/12/2018,6/17/2018,Global Strategy Group/GBAO,1013,41,54
All polls,01/01/2020,6/14/2018,6/15/2018,YouGov,1000,40,51
All polls,01/01/2020,6/13/2018,6/17/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,6/13/2018,6/17/2018,Ipsos,1687,43.1,52.6
All polls,01/01/2020,6/13/2018,6/18/2018,AP-NORC,1109,41,57
All polls,01/01/2020,6/14/2018,6/17/2018,CNN/SSRS,1012,39,54
All polls,01/01/2020,06/11/2018,6/20/2018,Kaiser Family Foundation,1492,42,54
All polls,01/01/2020,6/14/2018,6/17/2018,CBS News,1100,42,52
All polls,01/01/2020,6/13/2018,6/18/2018,Suffolk University,1000,43.1,50.8
All polls,01/01/2020,6/14/2018,6/18/2018,Ipsos,1904,42.5,52.5
All polls,01/01/2020,6/14/2018,6/18/2018,Morning Consult,2201,43,50
All polls,01/01/2020,6/14/2018,6/17/2018,Quinnipiac University,905,43,52
All polls,01/01/2020,6/14/2018,6/18/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,6/14/2018,6/20/2018,SurveyMonkey,11652,44,54
All polls,01/01/2020,6/15/2018,6/19/2018,McLaughlin & Associates,1000,49,48
All polls,01/01/2020,6/15/2018,6/18/2018,YouGov,1000,40,52
All polls,01/01/2020,6/15/2018,6/19/2018,SurveyMonkey,3936,43,54
All polls,01/01/2020,6/16/2018,6/17/2018,YouGov,1000,44,47
All polls,01/01/2020,6/15/2018,6/19/2018,Ipsos,1902,42.6,52.6
All polls,01/01/2020,6/18/2018,6/18/2018,YouGov,1000,40,53
All polls,01/01/2020,6/16/2018,6/20/2018,Ipsos,1907,41.7,53.6
All polls,01/01/2020,6/17/2018,6/19/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,6/16/2018,6/19/2018,CNBC/Hart Research/Public Opinion Strategies,800,41,47
All polls,01/01/2020,6/17/2018,6/19/2018,YouGov,1500,41,48
All polls,01/01/2020,6/17/2018,6/20/2018,American Research Group,1100,40,54
All polls,01/01/2020,6/18/2018,6/19/2018,YouGov,1000,39,53
All polls,01/01/2020,6/18/2018,6/20/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,52
All polls,01/01/2020,6/17/2018,6/21/2018,Ipsos,1930,40.3,55.6
All polls,01/01/2020,6/19/2018,6/21/2018,Morning Consult,1994,44,51
All polls,01/01/2020,6/18/2018,6/22/2018,Ipsos,1903,41.5,54.5
All polls,01/01/2020,6/19/2018,6/21/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,52
All polls,01/01/2020,6/19/2018,6/20/2018,YouGov,1000,44,48
All polls,01/01/2020,6/20/2018,6/21/2018,YouGov,1000,38,51
All polls,01/01/2020,6/19/2018,6/23/2018,Ipsos,1489,40.8,55
All polls,01/01/2020,6/18/2018,6/24/2018,Gallup,1500,41,55
All polls,01/01/2020,6/20/2018,6/24/2018,Ipsos,1480,40,54.4
All polls,01/01/2020,6/20/2018,6/24/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,52
All polls,01/01/2020,6/21/2018,6/22/2018,YouGov,1000,43,50
All polls,01/01/2020,6/21/2018,6/25/2018,Ipsos,1484,41.3,53
All polls,01/01/2020,6/22/2018,6/24/2018,YouGov,1000,39,50
All polls,01/01/2020,6/22/2018,6/24/2018,Morning Consult,2202.5,41,52.5
All polls,01/01/2020,6/21/2018,6/25/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,52
All polls,01/01/2020,6/22/2018,6/26/2018,Ipsos,1479,41.5,51.6
All polls,01/01/2020,6/23/2018,6/24/2018,YouGov,1000,45,49
All polls,01/01/2020,6/21/2018,6/27/2018,SurveyMonkey,10304,44,54
All polls,01/01/2020,6/24/2018,6/25/2018,Harris Poll,1448,47,53
All polls,01/01/2020,6/23/2018,6/27/2018,Ipsos,1510,41.2,52.7
All polls,01/01/2020,6/24/2018,6/26/2018,Rasmussen Reports/Pulse Opinion Research,1500,45,54
All polls,01/01/2020,6/24/2018,6/25/2018,YouGov,1000,38,56
All polls,01/01/2020,6/21/2018,6/29/2018,IBD/TIPP,900,41,54
All polls,01/01/2020,6/24/2018,6/26/2018,YouGov,1500,38,52
All polls,01/01/2020,6/24/2018,6/28/2018,Ipsos,2275,40,54.3
All polls,01/01/2020,6/25/2018,6/27/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,53
All polls,01/01/2020,6/25/2018,6/26/2018,YouGov,1000,37,52
All polls,01/01/2020,6/26/2018,6/28/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,52
All polls,01/01/2020,6/25/2018,6/29/2018,Ipsos,2673,40.3,54.4
All polls,01/01/2020,6/26/2018,6/27/2018,YouGov,1000,43,48
All polls,01/01/2020,6/25/2018,07/01/2018,Gallup,1500,42,53
All polls,01/01/2020,6/27/2018,6/28/2018,YouGov,1000,41,49
All polls,01/01/2020,6/26/2018,6/30/2018,Ipsos,2699,39.9,55
All polls,01/01/2020,6/27/2018,07/01/2018,Ipsos,2694,40.1,55.1
All polls,01/01/2020,6/27/2018,07/01/2018,Quinnipiac University,1020,40,55
All polls,01/01/2020,6/27/2018,07/01/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,6/27/2018,07/01/2018,SurveyMonkey,2652,48,50
All polls,01/01/2020,6/28/2018,6/29/2018,Morning Consult,1990,43,54
All polls,01/01/2020,6/28/2018,6/30/2018,YouGov,1000,42,49
All polls,01/01/2020,6/28/2018,07/02/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,6/29/2018,6/30/2018,YouGov,1000,39,51
All polls,01/01/2020,6/28/2018,07/02/2018,Ipsos,2720,40.8,54
All polls,01/01/2020,6/27/2018,07/02/2018,Washington Post/George Mason University,1473,43,55
All polls,01/01/2020,6/28/2018,07/04/2018,SurveyMonkey,15759,46,52
All polls,01/01/2020,6/28/2018,07/03/2018,Morning Consult,2202,43,50
All polls,01/01/2020,6/30/2018,07/02/2018,YouGov,1000,42,50
All polls,01/01/2020,6/29/2018,07/03/2018,Ipsos,2009,42.4,52.9
All polls,01/01/2020,6/30/2018,07/04/2018,Ipsos,1652,42.3,53.7
All polls,01/01/2020,07/01/2018,07/03/2018,YouGov,1500,41,49
All polls,01/01/2020,07/01/2018,07/02/2018,YouGov,1000,40,54
All polls,01/01/2020,07/02/2018,07/03/2018,YouGov,1000,39,52
All polls,01/01/2020,07/01/2018,07/05/2018,Ipsos,1644,42.1,53.7
All polls,01/01/2020,07/02/2018,07/06/2018,Morning Consult,2201,44,50
All polls,01/01/2020,07/03/2018,07/05/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,52
All polls,01/01/2020,07/03/2018,07/05/2018,YouGov,1000,43,49
All polls,01/01/2020,07/02/2018,07/06/2018,Ipsos,1661,42.6,53.4
All polls,01/01/2020,6/19/2018,7/20/2018,SurveyMonkey,52211,45,53
All polls,01/01/2020,07/02/2018,07/08/2018,SurveyMonkey,9767,45,53
All polls,01/01/2020,07/01/2018,07/08/2018,Gallup,1500,41,56
All polls,01/01/2020,07/03/2018,07/07/2018,Ipsos,1601,40.5,55.8
All polls,01/01/2020,07/04/2018,07/08/2018,Ipsos,1606,38.9,57.4
All polls,01/01/2020,07/05/2018,07/06/2018,YouGov,1000,40,53
All polls,01/01/2020,07/04/2018,07/08/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,52
All polls,01/01/2020,07/05/2018,07/09/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,07/06/2018,07/07/2018,Emerson College,900,43.2,50.3
All polls,01/01/2020,07/05/2018,07/09/2018,Ipsos,1577,38.7,57.4
All polls,01/01/2020,07/05/2018,07/08/2018,Global Strategy Group/GBAO,1000,43,56
All polls,01/01/2020,07/07/2018,07/09/2018,YouGov,1000,41,50
All polls,01/01/2020,07/05/2018,07/11/2018,SurveyMonkey,13972,45,53
All polls,01/01/2020,07/06/2018,07/10/2018,Ipsos,1549,38.7,57.1
All polls,01/01/2020,07/06/2018,07/09/2018,Global Strategy Group/GBAO,1002,40,56
All polls,01/01/2020,07/01/2018,7/15/2018,Cards Against Humanity/Survey Sampling International,800,41,45
All polls,01/01/2020,07/06/2018,07/10/2018,Morning Consult,1999,46,50
All polls,01/01/2020,07/08/2018,07/10/2018,YouGov,1500,39,49
All polls,01/01/2020,07/08/2018,07/10/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,07/08/2018,07/09/2018,YouGov,1000,41,47
All polls,01/01/2020,07/07/2018,07/11/2018,Ipsos,1502,38,57.4
All polls,01/01/2020,07/09/2018,07/11/2018,Fox News,1007,46,51
All polls,01/01/2020,07/09/2018,07/10/2018,YouGov,1000,40,49
All polls,01/01/2020,07/09/2018,07/11/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,52
All polls,01/01/2020,07/08/2018,07/12/2018,Ipsos,1507,38.2,56.7
All polls,01/01/2020,07/10/2018,07/11/2018,YouGov,1000,40,51
All polls,01/01/2020,07/10/2018,07/12/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,53
All polls,01/01/2020,07/09/2018,7/13/2018,Ipsos,1553,39.7,55
All polls,01/01/2020,07/09/2018,7/15/2018,SurveyMonkey,5314,46,53
All polls,01/01/2020,07/09/2018,7/15/2018,Gallup,1500,43,52
All polls,01/01/2020,07/10/2018,7/14/2018,Ipsos,1618,39,55
All polls,01/01/2020,07/11/2018,07/12/2018,YouGov,1000,38,53
All polls,01/01/2020,07/12/2018,7/13/2018,YouGov,1000,43,51
All polls,01/01/2020,07/11/2018,7/15/2018,Rasmussen Reports/Pulse Opinion Research,1500,45,54
All polls,01/01/2020,07/11/2018,7/15/2018,Ipsos,1536,38.8,55.1
All polls,01/01/2020,7/13/2018,7/14/2018,Morning Consult,2200,43,51
All polls,01/01/2020,07/12/2018,7/16/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,53
All polls,01/01/2020,07/12/2018,7/16/2018,Ipsos,2274,39.5,54.3
All polls,01/01/2020,7/13/2018,7/14/2018,YouGov,1000,40,51
All polls,01/01/2020,07/12/2018,7/18/2018,SurveyMonkey,10522,44,54
All polls,01/01/2020,7/14/2018,7/15/2018,YouGov,1000,42,50
All polls,01/01/2020,7/13/2018,7/17/2018,Ipsos,2851,40.2,54
All polls,01/01/2020,7/15/2018,7/17/2018,Rasmussen Reports/Pulse Opinion Research,1500,44,54
All polls,01/01/2020,7/14/2018,7/18/2018,Ipsos,2877,40.7,53.6
All polls,01/01/2020,7/14/2018,7/17/2018,Morning Consult,15995,41.5,53.5
All polls,01/01/2020,7/15/2018,7/17/2018,YouGov,1500,39,50
All polls,01/01/2020,7/15/2018,7/16/2018,YouGov,1000,43,49
All polls,01/01/2020,7/16/2018,7/17/2018,Ipsos,1520,39,54
All polls,01/01/2020,7/16/2018,7/17/2018,Morning Consult,2200,43,51
All polls,01/01/2020,7/15/2018,7/19/2018,Ipsos,2970,41.1,53.1
All polls,01/01/2020,7/15/2018,7/18/2018,NBC News/Wall Street Journal,900,45,52
All polls,01/01/2020,7/16/2018,7/18/2018,Rasmussen Reports/Pulse Opinion Research,1500,45,54
All polls,01/01/2020,7/16/2018,7/18/2018,YouGov,1000,42,49
All polls,01/01/2020,7/16/2018,7/17/2018,SurveyMonkey,2100,45,52
All polls,01/01/2020,7/17/2018,7/19/2018,Rasmussen Reports/Pulse Opinion Research,1500,44,55
All polls,01/01/2020,7/17/2018,7/19/2018,YouGov,1000,38,52
All polls,01/01/2020,7/16/2018,7/20/2018,Ipsos,3042,40.8,53.1
All polls,01/01/2020,7/18/2018,7/19/2018,Public Policy Polling,514,43,52
All polls,01/01/2020,7/17/2018,7/20/2018,American Research Group,1100,37,57
All polls,01/01/2020,7/18/2018,7/19/2018,YouGov,1000,42,50
All polls,01/01/2020,7/16/2018,7/22/2018,Gallup,1500,42,54
All polls,01/01/2020,7/17/2018,7/21/2018,Ipsos,2325,41.3,53
All polls,01/01/2020,7/18/2018,7/22/2018,Ipsos,1543,41.6,52.2
All polls,01/01/2020,7/19/2018,7/20/2018,YouGov,1000,39,54
All polls,01/01/2020,7/18/2018,7/22/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,53
All polls,01/01/2020,7/19/2018,7/20/2018,SurveyMonkey,52211,45,53
All polls,01/01/2020,7/17/2018,7/22/2018,Kaiser Family Foundation,1200,40,55
All polls,01/01/2020,7/19/2018,7/23/2018,Morning Consult,2202,42.5,51
All polls,01/01/2020,7/19/2018,7/23/2018,Ipsos,1560,40.4,53.1
All polls,01/01/2020,7/19/2018,7/23/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,53
All polls,01/01/2020,7/20/2018,7/21/2018,YouGov,1000,42,50
All polls,01/01/2020,7/19/2018,7/22/2018,Marist College,1061,39,51
All polls,01/01/2020,7/18/2018,7/23/2018,Quinnipiac University,1177,38,58
All polls,01/01/2020,7/20/2018,7/24/2018,Ipsos,1410,41.9,52.7
All polls,01/01/2020,7/21/2018,7/22/2018,YouGov,1000,40,50
All polls,01/01/2020,7/19/2018,7/25/2018,SurveyMonkey,6196,43,55
All polls,01/01/2020,7/21/2018,7/22/2018,HarrisX,1001,48,52
All polls,01/01/2020,7/22/2018,7/24/2018,YouGov,1500,41,50
All polls,01/01/2020,7/21/2018,7/25/2018,Ipsos,1430,41.9,53.3
All polls,01/01/2020,7/22/2018,7/23/2018,YouGov,1000,40,51
All polls,01/01/2020,7/19/2018,7/26/2018,GQR Research,1003,40,56
All polls,01/01/2020,7/22/2018,7/24/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,52
All polls,01/01/2020,7/23/2018,7/24/2018,YouGov,1000,39,50
All polls,01/01/2020,7/22/2018,7/26/2018,Ipsos,1437,42.1,53.2
All polls,01/01/2020,7/23/2018,7/25/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,53
All polls,01/01/2020,7/24/2018,7/26/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,52
All polls,01/01/2020,7/23/2018,7/27/2018,Ipsos,1938,42.7,52.5
All polls,01/01/2020,7/24/2018,7/25/2018,YouGov,1000,40,50
All polls,01/01/2020,7/24/2018,7/25/2018,Harris Poll,1323,45,55
All polls,01/01/2020,7/25/2018,7/27/2018,SurveyMonkey,2509,43,55
All polls,01/01/2020,7/25/2018,7/26/2018,YouGov,1000,44,50
All polls,01/01/2020,7/23/2018,7/29/2018,Gallup,1500,40,55
All polls,01/01/2020,7/24/2018,7/28/2018,Ipsos,1907,42.1,52.8
All polls,01/01/2020,7/25/2018,7/29/2018,Ipsos,1876,42.5,52.5
All polls,01/01/2020,7/26/2018,7/27/2018,YouGov,1000,41,50
All polls,01/01/2020,7/25/2018,7/29/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,7/27/2018,7/28/2018,YouGov,1000,38,52
All polls,01/01/2020,7/26/2018,7/30/2018,Morning Consult,2200,41.5,52
All polls,01/01/2020,7/26/2018,7/30/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,7/26/2018,7/30/2018,Ipsos,1873,41.6,53.6
All polls,01/01/2020,7/26/2018,08/01/2018,SurveyMonkey,14198,44,54
All polls,01/01/2020,7/27/2018,7/31/2018,Ipsos,1901,40.2,55.1
All polls,01/01/2020,7/28/2018,7/29/2018,YouGov,1000,41,48
All polls,01/01/2020,7/29/2018,7/30/2018,YouGov,1000,42,51
All polls,01/01/2020,7/26/2018,08/02/2018,IBD/TIPP,939,41,53
All polls,01/01/2020,7/28/2018,08/01/2018,Ipsos,1594,40.3,54.8
All polls,01/01/2020,7/29/2018,7/31/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,7/29/2018,7/31/2018,YouGov,1500,39,51
All polls,01/01/2020,7/30/2018,08/01/2018,Rasmussen Reports/Pulse Opinion Research,1500,50,49
All polls,01/01/2020,7/29/2018,08/02/2018,Ipsos,1583,40,55.5
All polls,01/01/2020,7/31/2018,08/01/2018,YouGov,1000,40,52
All polls,01/01/2020,7/31/2018,08/02/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,7/23/2018,08/09/2018,YouGov,2716,45,53
All polls,01/01/2020,7/30/2018,08/03/2018,Ipsos,1617,40.3,54.4
All polls,01/01/2020,08/01/2018,08/03/2018,SurveyMonkey,2421,44,55
All polls,01/01/2020,08/01/2018,08/02/2018,YouGov,1000,39,51
All polls,01/01/2020,7/30/2018,08/05/2018,Gallup,1500,41,54
All polls,01/01/2020,7/31/2018,08/04/2018,Ipsos,1715,41.7,52.6
All polls,01/01/2020,08/02/2018,08/03/2018,YouGov,1000,40,50
All polls,01/01/2020,08/01/2018,08/05/2018,Ipsos,1748,42.7,51.8
All polls,01/01/2020,08/01/2018,08/05/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,08/02/2018,08/06/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,08/03/2018,08/04/2018,HarrisX,1021,51,49
All polls,01/01/2020,08/02/2018,08/05/2018,Global Strategy Group/GBAO,1128,39,57
All polls,01/01/2020,08/02/2018,08/06/2018,Ipsos,1772,42.3,52.4
All polls,01/01/2020,08/02/2018,08/06/2018,Morning Consult,1994,43,52
All polls,01/01/2020,08/03/2018,08/05/2018,YouGov,1000,39,51
All polls,01/01/2020,08/03/2018,08/07/2018,Ipsos,1774,43.1,51.4
All polls,01/01/2020,08/04/2018,08/05/2018,YouGov,1000,37,53
All polls,01/01/2020,08/02/2018,08/08/2018,SurveyMonkey,17962,44,54
All polls,01/01/2020,08/05/2018,08/06/2018,YouGov,1000,40,51
All polls,01/01/2020,7/30/2018,08/12/2018,Pew Research Center,4581,40,59
All polls,01/01/2020,08/05/2018,08/07/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,08/05/2018,08/07/2018,YouGov,1500,40,49
All polls,01/01/2020,08/04/2018,08/08/2018,Ipsos,1757,42.9,52.4
All polls,01/01/2020,08/06/2018,08/08/2018,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,08/05/2018,08/09/2018,Ipsos,1658,41.9,53.5
All polls,01/01/2020,08/06/2018,08/08/2018,Zogby Analytics,1016,46,51
All polls,01/01/2020,08/06/2018,08/07/2018,HarrisX,1000,47,53
All polls,01/01/2020,08/01/2018,8/15/2018,Cards Against Humanity/Survey Sampling International,800,35,46
All polls,01/01/2020,08/07/2018,08/08/2018,YouGov,1000,40,53
All polls,01/01/2020,08/07/2018,08/09/2018,YouGov,1000,42,48
All polls,01/01/2020,08/06/2018,08/10/2018,Ipsos,1451,40.4,54.5
All polls,01/01/2020,08/07/2018,08/09/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,52
All polls,01/01/2020,08/06/2018,08/12/2018,Gallup,1500,39,56
All polls,01/01/2020,08/08/2018,08/10/2018,SurveyMonkey,2096,45,53
All polls,01/01/2020,08/06/2018,08/12/2018,SurveyMonkey,9558,44,53
All polls,01/01/2020,08/09/2018,08/09/2018,YouGov,1000,40,53
All polls,01/01/2020,08/08/2018,08/12/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,08/09/2018,08/11/2018,YouGov,1000,38,52
All polls,01/01/2020,08/08/2018,8/14/2018,Ipsos,2235,41.4,53.2
All polls,01/01/2020,08/09/2018,8/13/2018,Quinnipiac University,1175,41,54
All polls,01/01/2020,08/09/2018,08/12/2018,CNN/SSRS,1002,42,53
All polls,01/01/2020,08/10/2018,08/12/2018,Morning Consult,2202,41,52
All polls,01/01/2020,08/10/2018,08/12/2018,YouGov,1000,41,49
All polls,01/01/2020,08/09/2018,8/13/2018,Rasmussen Reports/Pulse Opinion Research,1500,50,49
All polls,01/01/2020,08/09/2018,8/15/2018,SurveyMonkey,11023,45,52
All polls,01/01/2020,08/09/2018,8/15/2018,Ipsos,2232,42.1,52.6
All polls,01/01/2020,08/11/2018,8/13/2018,YouGov,1000,41,52
All polls,01/01/2020,08/12/2018,8/14/2018,YouGov,1500,42,49
All polls,01/01/2020,08/10/2018,8/16/2018,Saint Leo University,1000,47.8,49.5
All polls,01/01/2020,08/10/2018,8/16/2018,Ipsos,2236,42.7,52.2
All polls,01/01/2020,08/12/2018,8/14/2018,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,08/12/2018,8/14/2018,YouGov,1000,40,54
All polls,01/01/2020,08/11/2018,8/17/2018,Ipsos,2226,42,53
All polls,01/01/2020,8/13/2018,8/15/2018,YouGov,1000,42,50
All polls,01/01/2020,8/13/2018,8/15/2018,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,08/12/2018,8/18/2018,Ipsos,2213,42.5,52.8
All polls,01/01/2020,8/14/2018,8/16/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,8/14/2018,8/16/2018,YouGov,1000,41,51
All polls,01/01/2020,8/13/2018,8/19/2018,Ipsos,2202,42.6,52.6
All polls,01/01/2020,8/13/2018,8/19/2018,Gallup,1500,42,52
All polls,01/01/2020,8/15/2018,8/17/2018,SurveyMonkey,2479,43,55
All polls,01/01/2020,8/15/2018,8/16/2018,YouGov,1000,37,53
All polls,01/01/2020,8/16/2018,8/17/2018,YouGov,1000,41,51
All polls,01/01/2020,8/15/2018,8/19/2018,Rasmussen Reports/Pulse Opinion Research,1500,48,52
All polls,01/01/2020,8/15/2018,8/19/2018,Monmouth University,805,43,50
All polls,01/01/2020,8/16/2018,8/18/2018,Morning Consult,1974,42,55
All polls,01/01/2020,8/14/2018,8/20/2018,Ipsos,2214,42.9,52.5
All polls,01/01/2020,8/15/2018,8/21/2018,Ipsos,2248,42.1,54.1
All polls,01/01/2020,8/16/2018,8/20/2018,AP-NORC,1055,38,60
All polls,01/01/2020,8/16/2018,8/20/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,53
All polls,01/01/2020,8/17/2018,8/19/2018,YouGov,1000,41,50
All polls,01/01/2020,8/16/2018,8/22/2018,Ipsos,3266,40.4,54.3
All polls,01/01/2020,8/17/2018,8/20/2018,American Research Group,1100,36,59
All polls,01/01/2020,8/16/2018,8/22/2018,SurveyMonkey,15141,44,54
All polls,01/01/2020,8/18/2018,8/19/2018,YouGov,1000,38,53
All polls,01/01/2020,8/19/2018,8/20/2018,YouGov,1000,43,51
All polls,01/01/2020,8/17/2018,8/23/2018,Ipsos,3587,39.1,55.5
All polls,01/01/2020,8/19/2018,8/21/2018,Fox News,1009,45,53
All polls,01/01/2020,8/19/2018,8/21/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,52
All polls,01/01/2020,8/19/2018,8/21/2018,YouGov,1500,41,49
All polls,01/01/2020,8/18/2018,8/22/2018,NBC News/Wall Street Journal,900,46,51
All polls,01/01/2020,8/20/2018,8/21/2018,YouGov,1000,42,50
All polls,01/01/2020,8/20/2018,8/22/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,52
All polls,01/01/2020,8/20/2018,8/21/2018,HarrisX,1000,48,52
All polls,01/01/2020,8/18/2018,8/24/2018,Ipsos,3583,38.6,55.9
All polls,01/01/2020,8/19/2018,8/25/2018,Ipsos,3589,38.7,55.6
All polls,01/01/2020,8/21/2018,8/23/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,53
All polls,01/01/2020,8/19/2018,8/24/2018,HarrisX,5003,47,53
All polls,01/01/2020,8/21/2018,8/22/2018,YouGov,1000,38,53
All polls,01/01/2020,8/22/2018,8/24/2018,SurveyMonkey,4362,44,53
All polls,01/01/2020,8/20/2018,8/26/2018,Gallup,1500,41,54
All polls,01/01/2020,8/22/2018,8/23/2018,YouGov,1000,39,51
All polls,01/01/2020,8/22/2018,8/23/2018,Harris Poll,1330,46,54
All polls,01/01/2020,8/20/2018,8/26/2018,Ipsos,3591,38.3,55.9
All polls,01/01/2020,8/23/2018,8/24/2018,Morning Consult,1564,41,55
All polls,01/01/2020,8/21/2018,8/27/2018,Ipsos,3568,38.1,55.9
